approvedSymbol,Druggable Family,ENSG
POSTN,No,ENSG00000133110
TMEM241,No,ENSG00000134490
RAC1,No,ENSG00000136238
GOLGA1,No,ENSG00000136935
ZSCAN9,No,ENSG00000137185
RNF144B,No,ENSG00000137393
TTLL8,No,ENSG00000138892
CDR2,No,ENSG00000140743
NOB1,No,ENSG00000141101
GPR161,Yes,ENSG00000143147
ILDR2,No,ENSG00000143195
FBLN7,No,ENSG00000144152
LRTM1,No,ENSG00000144771
MANF,No,ENSG00000145050
CYP17A1,Yes,ENSG00000148795
KIAA1328,No,ENSG00000150477
NPAS3,No,ENSG00000151322
HAUS1,No,ENSG00000152240
HHEX,No,ENSG00000152804
AK5,No,ENSG00000154027
SLFN13,No,ENSG00000154760
TRIM42,No,ENSG00000155890
CFAP418,No,ENSG00000156172
FBRS,No,ENSG00000156860
NBEAL2,No,ENSG00000160796
NLRP3,Yes,ENSG00000162711
ITGA2,Yes,ENSG00000164171
DACT1,No,ENSG00000165617
BEND7,No,ENSG00000165626
C12orf50,No,ENSG00000165805
PDZRN4,No,ENSG00000165966
CD3D,No,ENSG00000167286
NDUFV1,No,ENSG00000167792
LRRC28,No,ENSG00000168904
STK32A,Yes,ENSG00000169302
GPR37,Yes,ENSG00000170775
FAM241A,No,ENSG00000174749
RIN1,No,ENSG00000174791
GPX2,No,ENSG00000176153
KCNA3,Yes,ENSG00000177272
CALHM5,No,ENSG00000178033
TIGD5,No,ENSG00000179886
YBEY,No,ENSG00000182362
FAM43B,No,ENSG00000183114
SRPK3,Yes,ENSG00000184343
LRCH3,No,ENSG00000186001
GJB3,No,ENSG00000188910
AADACL3,No,ENSG00000188984
FAM111B,No,ENSG00000189057
FAM47E,No,ENSG00000189157
KLHDC1,No,ENSG00000197776
TEAD4,No,ENSG00000197905
ZNF485,No,ENSG00000198298
GPN1,No,ENSG00000198522
LTN1,No,ENSG00000198862
MT-ND1,No,ENSG00000198888
GPRIN2,No,ENSG00000204175
COL11A2,No,ENSG00000204248
ZNF425,No,ENSG00000204947
CRLF2,No,ENSG00000205755
TRGJP2,No,ENSG00000211688
KLHL23,Yes,ENSG00000213160
EML6,No,ENSG00000214595
HOMEZ,No,ENSG00000215271
TSPY3,No,ENSG00000228927
ENSG00000230707,No,ENSG00000230707
RNF103,No,ENSG00000239305
C8orf89,No,ENSG00000274443
DERPC,No,ENSG00000286140
FAM214B,No,ENSG00000005238
PLEKHG6,No,ENSG00000008323
SEMA3B,No,ENSG00000012171
SLC30A9,No,ENSG00000014824
C8B,No,ENSG00000021852
PRKCH,Yes,ENSG00000027075
COL11A1,No,ENSG00000060718
VPS35,No,ENSG00000069329
EPHA8,Yes,ENSG00000070886
ASIC4,No,ENSG00000072182
CLNS1A,No,ENSG00000074201
RIF1,No,ENSG00000080345
OPRK1,Yes,ENSG00000082556
JOSD1,No,ENSG00000100221
SYNDIG1,No,ENSG00000101463
EEF1D,No,ENSG00000104529
PTN,No,ENSG00000105894
HIBADH,No,ENSG00000106049
RASGRF2,No,ENSG00000113319
TFDP2,No,ENSG00000114126
GRIN3B,Yes,ENSG00000116032
C1orf21,No,ENSG00000116667
VAMP8,No,ENSG00000118640
UBN1,No,ENSG00000118900
ABITRAM,No,ENSG00000119328
TEK,Yes,ENSG00000120156
HSPH1,No,ENSG00000120694
BAZ2B,No,ENSG00000123636
TMEM115,No,ENSG00000126062
STYXL1,No,ENSG00000127952
DCTD,No,ENSG00000129187
KLK10,No,ENSG00000129451
ELOF1,No,ENSG00000130165
SSBP4,No,ENSG00000130511
GFPT2,No,ENSG00000131459
MMACHC,No,ENSG00000132763
PRR5L,No,ENSG00000135362
DYSF,No,ENSG00000135636
FLNB,No,ENSG00000136068
YIPF3,No,ENSG00000137207
FGF2,Yes,ENSG00000138685
GALM,No,ENSG00000143891
CPLX2,No,ENSG00000145920
AOPEP,No,ENSG00000148120
GPR107,No,ENSG00000148358
SAR1B,No,ENSG00000152700
ABCA9,No,ENSG00000154258
UQCRB,No,ENSG00000156467
KCNB1,Yes,ENSG00000158445
ADAMTS13,No,ENSG00000160323
DBF4B,No,ENSG00000161692
CXCL16,No,ENSG00000161921
GABRB1,Yes,ENSG00000163288
MAD2L1,No,ENSG00000164109
YWHAZ,No,ENSG00000164924
NDRG2,No,ENSG00000165795
DOLPP1,No,ENSG00000167130
MUCL3,No,ENSG00000168631
LIMS1,No,ENSG00000169756
CA5A,Yes,ENSG00000174990
ENTHD1,No,ENSG00000176177
IRX5,No,ENSG00000176842
ZNF491,No,ENSG00000177599
DEFB125,No,ENSG00000178591
FAM133A,No,ENSG00000179083
EGR3,No,ENSG00000179388
GEMIN4,No,ENSG00000179409
PLCXD3,No,ENSG00000182836
COL18A1,No,ENSG00000182871
NPAP1,No,ENSG00000185823
ARHGAP30,No,ENSG00000186517
CFAP73,No,ENSG00000186710
TMEM221,No,ENSG00000188051
ENTPD8,No,ENSG00000188833
TRMT2B,No,ENSG00000188917
ELAVL3,No,ENSG00000196361
OR2L5,No,ENSG00000197454
RPL37A,No,ENSG00000197756
ATAD3A,No,ENSG00000197785
GRK5,Yes,ENSG00000198873
PTPN20,No,ENSG00000204179
TRAJ14,No,ENSG00000211875
FASTKD5,No,ENSG00000215251
HBD,No,ENSG00000223609
ETDB,No,ENSG00000224107
OR5H6,No,ENSG00000230301
PCP4L1,No,ENSG00000248485
ENSG00000274873,No,ENSG00000274873
MBTD1,No,ENSG00000011258
APBA2,No,ENSG00000034053
FAM136A,No,ENSG00000035141
BARX2,No,ENSG00000043039
ANO2,No,ENSG00000047617
HES2,No,ENSG00000069812
EFR3B,No,ENSG00000084710
GNA11,No,ENSG00000088256
SIRT4,No,ENSG00000089163
OSBPL8,No,ENSG00000091039
MRPS18A,No,ENSG00000096080
STX1B,No,ENSG00000099365
YY1,No,ENSG00000100811
ABHD12,Yes,ENSG00000100997
RSPO4,No,ENSG00000101282
SMCHD1,No,ENSG00000101596
GPR143,No,ENSG00000101850
PORCN,Yes,ENSG00000102312
MAPK3,Yes,ENSG00000102882
MPG,No,ENSG00000103152
TRPA1,Yes,ENSG00000104321
ZC2HC1A,No,ENSG00000104427
SNAPC2,No,ENSG00000104976
ICAM5,No,ENSG00000105376
AADAT,Yes,ENSG00000109576
UFSP2,No,ENSG00000109775
APOA4,No,ENSG00000110244
KHDRBS2,No,ENSG00000112232
IFNA6,No,ENSG00000120235
PLAU,Yes,ENSG00000122861
LRP1,No,ENSG00000123384
KCNJ2,Yes,ENSG00000123700
OPRL1,Yes,ENSG00000125510
PZP,No,ENSG00000126838
AP1M2,No,ENSG00000129354
QRICH2,No,ENSG00000129646
MPP1,No,ENSG00000130830
CD180,No,ENSG00000134061
TESPA1,No,ENSG00000135426
LRCH1,No,ENSG00000136141
CBLN2,No,ENSG00000141668
ITGB3BP,No,ENSG00000142856
IGSF3,No,ENSG00000143061
RGS5,No,ENSG00000143248
DUSP11,No,ENSG00000144048
PTH2R,No,ENSG00000144407
TAAR6,Yes,ENSG00000146383
HYOU1,No,ENSG00000149428
HIRIP3,No,ENSG00000149929
TLCD4,No,ENSG00000152078
C9orf85,No,ENSG00000155621
PFKFB1,No,ENSG00000158571
TTLL10,No,ENSG00000162571
WDR43,No,ENSG00000163811
SNIP1,No,ENSG00000163877
RFC4,No,ENSG00000163918
FBXW12,No,ENSG00000164049
SLC6A18,Yes,ENSG00000164363
TMEM184A,No,ENSG00000164855
FASTK,No,ENSG00000164896
ZHX1,No,ENSG00000165156
CRYL1,No,ENSG00000165475
NGB,No,ENSG00000165553
PSCA,No,ENSG00000167653
TMC8,No,ENSG00000167895
KCTD6,No,ENSG00000168301
PDILT,No,ENSG00000169340
GYPA,No,ENSG00000170180
AMIGO3,No,ENSG00000176020
TMPRSS7,No,ENSG00000176040
RIMKLA,No,ENSG00000177181
FOXS1,No,ENSG00000179772
GOLGA8J,No,ENSG00000179938
NDUFB1,No,ENSG00000183648
IFNL2,No,ENSG00000183709
KCNH7,Yes,ENSG00000184611
DMWD,No,ENSG00000185800
LRRC70,No,ENSG00000186105
ZNF732,No,ENSG00000186777
RTN4RL2,No,ENSG00000186907
OR7D2,No,ENSG00000188000
ZBED10P,No,ENSG00000188707
EME2,No,ENSG00000197774
XAGE1A,No,ENSG00000204379
TMEM170B,No,ENSG00000205269
IGLJ3,No,ENSG00000211678
UBD,No,ENSG00000213886
B3GALT9,No,ENSG00000214654
ZSWIM7,No,ENSG00000214941
C1orf167,No,ENSG00000215910
VAMP2,No,ENSG00000220205
PPP4R3C,No,ENSG00000224960
HGH1,No,ENSG00000235173
RDH14,No,ENSG00000240857
LCE3C,No,ENSG00000244057
PRR5-ARHGAP8,No,ENSG00000248405
USP17L17,No,ENSG00000249104
RGS21,No,ENSG00000253148
OR52E5,No,ENSG00000277932
ZNF112,No,ENSG00000062370
FAM107B,No,ENSG00000065809
LRRC40,No,ENSG00000066557
MCM2,No,ENSG00000073111
MLH1,No,ENSG00000076242
MAP2,No,ENSG00000078018
CPNE6,No,ENSG00000100884
PCK2,No,ENSG00000100889
SSBP1,No,ENSG00000106028
PSMD3,No,ENSG00000108344
POLR1G,No,ENSG00000117877
DCLRE1B,No,ENSG00000118655
CLU,No,ENSG00000120885
LRAT,No,ENSG00000121207
RWDD3,No,ENSG00000122481
H2BW1,No,ENSG00000123569
CLYBL,No,ENSG00000125246
FNDC11,No,ENSG00000125531
ZNF384,No,ENSG00000126746
COX7C,No,ENSG00000127184
SOX15,No,ENSG00000129194
TNNI3,Yes,ENSG00000129991
PYY,No,ENSG00000131096
RHBG,No,ENSG00000132677
BTBD2,No,ENSG00000133243
GNL2,No,ENSG00000134697
APLNR,Yes,ENSG00000134817
ARHGAP32,No,ENSG00000134909
ACTL6A,No,ENSG00000136518
SHISAL1,No,ENSG00000138944
LIPT1,No,ENSG00000144182
DIS3L2,No,ENSG00000144535
ITGA9,No,ENSG00000144668
PURB,No,ENSG00000146676
FRMPD3,No,ENSG00000147234
IFNA5,No,ENSG00000147873
SNX30,No,ENSG00000148158
EIF4E,Yes,ENSG00000151247
PDE3B,Yes,ENSG00000152270
CLGN,No,ENSG00000153132
PSMA8,Yes,ENSG00000154611
BATF,No,ENSG00000156127
SLC34A2,No,ENSG00000157765
DPYSL5,No,ENSG00000157851
BABAM2,No,ENSG00000158019
ZBTB7B,No,ENSG00000160685
AK4,No,ENSG00000162433
B3GALT2,No,ENSG00000162630
ARL5A,No,ENSG00000162980
DNASE1L3,No,ENSG00000163687
CAMP,No,ENSG00000164047
ADAD1,No,ENSG00000164113
TMEM184C,No,ENSG00000164168
LLCFC1,No,ENSG00000165131
R3HCC1L,No,ENSG00000166024
THAP11,No,ENSG00000168286
CDKN2AIP,No,ENSG00000168564
LDLRAD4,No,ENSG00000168675
GPR183,Yes,ENSG00000169508
KRT78,No,ENSG00000170423
MRPL52,No,ENSG00000172590
SULT1B1,No,ENSG00000173597
PITPNA,No,ENSG00000174238
CD164L2,No,ENSG00000174950
OR2B11,Yes,ENSG00000177535
AGTRAP,No,ENSG00000177674
ZNF223,No,ENSG00000178386
NSUN7,No,ENSG00000179299
ZFPM1,No,ENSG00000179588
MRGPRX3,Yes,ENSG00000179826
FAM3B,No,ENSG00000183844
OR1D2,Yes,ENSG00000184166
SNN,No,ENSG00000184602
LRRC14B,No,ENSG00000185028
QRFPR,Yes,ENSG00000186867
C17orf99,No,ENSG00000187997
HBA2,No,ENSG00000188536
RPL14,No,ENSG00000188846
ZNF682,No,ENSG00000197124
ZNF81,No,ENSG00000197779
TRPC5OS,No,ENSG00000204025
ASAH2B,No,ENSG00000204147
LY6G6F,No,ENSG00000204424
TRIM64,No,ENSG00000204450
GNL1,No,ENSG00000204590
RIMOC1,No,ENSG00000205765
TRAJ30,No,ENSG00000211859
KRTAP12-4,No,ENSG00000212933
C3orf56,No,ENSG00000214324
KRTAP1-3,No,ENSG00000221880
SMIM10L1,No,ENSG00000256537
ZNF578,No,ENSG00000258405
RASSF5,No,ENSG00000266094
ZNF285,No,ENSG00000267508
TRBV6-2,No,ENSG00000283063
ZNF582,No,ENSG00000018869
MPPED2,No,ENSG00000066382
GUCY2C,Yes,ENSG00000070019
TFRC,No,ENSG00000072274
AP1M1,No,ENSG00000072958
ZNF37A,No,ENSG00000075407
SLC13A1,No,ENSG00000081800
TBC1D10A,No,ENSG00000099992
TRMU,No,ENSG00000100416
PSMA7,Yes,ENSG00000101182
TRIP4,No,ENSG00000103671
GYS1,No,ENSG00000104812
RASAL3,No,ENSG00000105122
MYH14,No,ENSG00000105357
LILRB5,No,ENSG00000105609
ZKSCAN1,No,ENSG00000106261
TMEM106B,No,ENSG00000106460
TMEM97,No,ENSG00000109084
NIT2,No,ENSG00000114021
ABCC5,Yes,ENSG00000114770
EDEM3,No,ENSG00000116406
MMP8,Yes,ENSG00000118113
FKBP15,Yes,ENSG00000119321
WBP4,No,ENSG00000120688
ACADS,No,ENSG00000122971
RPP40,No,ENSG00000124787
EMG1,No,ENSG00000126749
A4GALT,No,ENSG00000128274
IFT22,No,ENSG00000128581
ZNF557,No,ENSG00000130544
HELZ2,No,ENSG00000130589
POLR3F,No,ENSG00000132664
SLCO1B1,Yes,ENSG00000134538
ALPK3,No,ENSG00000136383
IL36G,No,ENSG00000136688
IL1F10,No,ENSG00000136697
MMAB,No,ENSG00000139428
SERPINA10,No,ENSG00000140093
COP1,No,ENSG00000143207
EXOC6B,No,ENSG00000144036
HSPD1,No,ENSG00000144381
ADRA2A,Yes,ENSG00000150594
PDLIM3,No,ENSG00000154553
FUT6,No,ENSG00000156413
RNF149,No,ENSG00000163162
ABRAXAS1,No,ENSG00000163322
IHH,No,ENSG00000163501
RPN1,No,ENSG00000163902
UVSSA,No,ENSG00000163945
MS4A7,No,ENSG00000166927
VKORC1,Yes,ENSG00000167397
OR4K14,No,ENSG00000169484
GKN1,No,ENSG00000169605
KRT19,No,ENSG00000171345
SPSB1,No,ENSG00000171621
MOB3A,No,ENSG00000172081
C5orf34,No,ENSG00000172244
PDZD3,No,ENSG00000172367
TLR6,No,ENSG00000174130
CYB561D1,No,ENSG00000174151
OR5J2,No,ENSG00000174957
C11orf68,No,ENSG00000175573
TMEM94,No,ENSG00000177728
ALS2CL,No,ENSG00000178038
HCLS1,No,ENSG00000180353
OTOL1,No,ENSG00000182447
TARS3,No,ENSG00000185418
GABRA5,Yes,ENSG00000186297
PLA2G2C,Yes,ENSG00000187980
FAM25A,No,ENSG00000188100
SLX4,No,ENSG00000188827
NOC2L,No,ENSG00000188976
C15orf61,No,ENSG00000189227
ZNF700,No,ENSG00000196757
CCER1,No,ENSG00000197651
KRTAP5-2,No,ENSG00000205867
LHFPL7,No,ENSG00000206069
IGKV3D-20,No,ENSG00000211625
TRAJ48,No,ENSG00000211841
TRAJ7,No,ENSG00000211882
IGHV1-46,No,ENSG00000211962
MYCBP,No,ENSG00000214114
KRTAP10-10,No,ENSG00000221859
TRBV5-4,No,ENSG00000230099
C3orf84,No,ENSG00000236980
MPC1L,No,ENSG00000238205
IGKV3-20,No,ENSG00000239951
OR13A1,No,ENSG00000256574
SEC22B,No,ENSG00000265808
LCN6,No,ENSG00000267206
PRSS50,No,ENSG00000283706
OR8B2,No,ENSG00000284680
HEXB,No,ENSG00000049860
NDC1,No,ENSG00000058804
SRBD1,No,ENSG00000068784
MAP2K7,Yes,ENSG00000076984
CBFA2T2,No,ENSG00000078699
ARG2,No,ENSG00000081181
CYLD,No,ENSG00000083799
PRMT5,No,ENSG00000100462
CINP,No,ENSG00000100865
PSMD10,No,ENSG00000101843
FZR1,No,ENSG00000105325
STX1A,No,ENSG00000106089
NUDT1,No,ENSG00000106268
ATRNL1,No,ENSG00000107518
KPNB1,No,ENSG00000108424
DDX5,No,ENSG00000108654
LPXN,No,ENSG00000110031
NRXN2,No,ENSG00000110076
CALCA,Yes,ENSG00000110680
